# ELP11 — ELP2000-82B planetary perturbations, component=2 (1=longitude,2=latitude,3=distance) — truncated to |amplitude| >= 0.001 (5233 -> 375 rows)
# Source: same as ELP1-3, see elp1.csv. ipla has 11 integer multipliers: for group <16, ipla(1..8) multiply the 8 planetary mean longitudes p(1..8) and ipla(9,10,11) multiply del(D),del(l),del(F); for group >=16, ipla(1..7) multiply p(1..7) and ipla(8..11) multiply del(D),del(l'),del(l),del(F). Phase: y = pha_deg*deg + that sum, value added is amplitude*sin(y).
# columns: ipla1..ipla11 = integer multipliers; phaDeg = phase offset in degrees; amplitude = arcsec (longitude/latitude) or km (distance)
ipla1,ipla2,ipla3,ipla4,ipla5,ipla6,ipla7,ipla8,ipla9,ipla10,ipla11,phaDeg,amplitude
0,0,1,0,-1,0,0,0,2,0,1,0.59378,0.00163
0,0,1,0,0,-3,0,0,1,0,0,206.52277,0.00172
0,0,1,0,0,-2,0,0,1,0,0,113.92221,0.01638
0,0,1,0,0,-1,0,0,-2,0,1,0.67574,0.00173
0,0,1,0,0,-1,0,0,1,0,0,170.12314,0.00459
0,0,1,0,0,0,0,0,-1,0,0,269.83254,0.00237
0,0,1,0,0,0,0,0,-1,1,0,109.42328,0.00186
0,0,1,0,0,0,0,0,1,-1,0,111.95783,0.00777
0,0,1,0,0,0,0,0,1,0,0,291.982,0.14073
0,0,1,0,0,0,0,0,1,1,0,291.85752,0.00776
0,0,1,0,0,0,0,0,3,-1,0,291.96122,0.00151
0,0,1,0,0,1,0,0,1,0,0,154.18809,0.01283
0,0,1,0,1,-1,0,0,1,0,0,94.41769,0.00115
0,0,1,0,1,0,0,0,-1,0,0,255.78993,0.00171
0,0,1,0,1,0,0,0,1,-1,0,255.49958,0.00171
0,0,1,0,1,0,0,0,1,0,0,75.50853,0.0348
0,0,1,0,1,0,0,0,1,1,0,75.51377,0.0021
0,0,1,0,2,-5,0,0,1,0,0,239.05935,0.01398
0,0,2,-4,0,0,0,0,-2,0,1,301.09502,0.00188
0,0,2,-4,0,0,0,0,2,0,-1,302.46154,0.00215
0,0,2,-3,0,0,0,0,-2,0,1,330.89367,0.00163
0,0,2,-3,0,0,0,0,2,0,-1,330.53889,0.00117
0,0,2,-2,0,0,0,0,-2,0,-1,358.4978,0.00223
0,0,2,-2,0,0,0,0,-2,0,1,358.62815,0.0085
0,0,2,-2,0,0,0,0,-2,1,-1,358.92468,0.00257
0,0,2,-2,0,0,0,0,-2,1,1,359.1376,0.00216
0,0,2,-2,0,0,0,0,0,-1,-1,359.36781,0.00194
0,0,2,-2,0,0,0,0,0,-1,1,359.40999,0.00159
0,0,2,-2,0,0,0,0,0,0,-1,359.58777,0.00141
0,0,2,-2,0,0,0,0,0,0,1,359.72965,0.00187
0,0,2,-2,0,0,0,0,0,1,-1,359.90978,0.00154
0,0,2,-2,0,0,0,0,0,1,1,0.1214,0.0016
0,0,2,-2,0,0,0,0,1,0,0,99.41307,0.00615
0,0,2,-2,0,0,0,0,2,0,-1,0.81383,0.00404
0,0,2,0,-3,0,0,0,-2,0,1,190.29094,0.00253
0,0,2,0,-3,0,0,0,0,-1,-1,190.1708,0.00408
0,0,2,0,-3,0,0,0,0,-1,1,190.17837,0.00355
0,0,2,0,-3,0,0,0,0,0,1,190.34901,0.00103
0,0,2,0,-3,0,0,0,2,-2,-1,10.02715,0.00681
0,0,2,0,-3,0,0,0,2,-2,1,10.03367,0.0051
0,0,2,0,-3,0,0,0,2,-1,-1,10.08059,0.01917
0,0,2,0,-3,0,0,0,2,-1,1,10.08526,0.02012
0,0,2,0,-3,0,0,0,2,0,-1,10.51992,0.00436
0,0,2,0,-3,0,0,0,2,0,1,10.02284,0.00251
0,0,2,0,-2,0,0,0,-2,0,-1,181.0142,0.00391
0,0,2,0,-2,0,0,0,-2,0,1,180.91996,0.0123
0,0,2,0,-2,0,0,0,-2,1,-1,180.80883,0.0038
0,0,2,0,-2,0,0,0,-2,1,1,180.76225,0.00328
0,0,2,0,-2,0,0,0,0,-2,-1,359.99791,0.00107
0,0,2,0,-2,0,0,0,0,-1,-1,359.95929,0.00778
0,0,2,0,-2,0,0,0,0,-1,1,359.96504,0.00657
0,0,2,0,-2,0,0,0,0,0,-1,180.27107,0.00234
0,0,2,0,-2,0,0,0,0,1,-1,180.44257,0.00199
0,0,2,0,-2,0,0,0,0,1,1,180.50393,0.00148
0,0,2,0,-2,0,0,0,2,-2,-1,359.9513,0.00175
0,0,2,0,-2,0,0,0,2,-2,1,0.09559,0.00623
0,0,2,0,-2,0,0,0,2,-1,-1,180.11961,0.05223
0,0,2,0,-2,0,0,0,2,-1,1,180.12138,0.05069
0,0,2,0,-2,0,0,0,2,0,-1,0.03123,0.02194
0,0,2,0,-2,0,0,0,2,0,1,180.14886,0.00588
0,0,2,0,-2,0,0,0,2,1,-1,359.99819,0.00108
0,0,2,0,-2,0,0,0,4,-2,1,180.12783,0.00105
0,0,2,0,-2,0,0,0,4,-1,-1,180.13439,0.0014
0,0,2,0,-1,0,0,0,-2,0,1,264.5067,0.00224
0,0,2,0,0,-2,0,0,2,0,-1,0.00427,0.00187
0,0,3,-8,3,0,0,0,2,0,-1,29.67723,0.00161
0,0,3,-4,0,0,0,0,-2,0,1,328.51862,0.00206
0,0,3,-4,0,0,0,0,1,0,0,54.83801,0.00421
0,0,3,-4,0,0,0,0,2,0,-1,331.32392,0.00109
0,0,3,0,-4,0,0,0,2,0,-1,190.57604,0.00146
0,0,3,0,-3,0,0,0,2,0,-1,180.13318,0.00518
0,0,4,-8,3,0,0,0,-2,-1,1,286.40026,0.0015
0,0,4,-8,3,0,0,0,-2,0,-1,286.69718,0.00453
0,0,4,-8,3,0,0,0,-2,0,1,286.68417,0.02346
0,0,4,-8,3,0,0,0,-2,1,-1,287.11261,0.00618
0,0,4,-8,3,0,0,0,-2,1,1,287.10965,0.00503
0,0,4,-8,3,0,0,0,0,-1,-1,285.10406,0.00804
0,0,4,-8,3,0,0,0,0,-1,1,284.85089,0.0071
0,0,4,-8,3,0,0,0,0,0,-1,287.2293,0.00762
0,0,4,-8,3,0,0,0,0,0,1,287.22951,0.00762
0,0,4,-8,3,0,0,0,0,1,-1,284.85097,0.0071
0,0,4,-8,3,0,0,0,0,1,1,285.10433,0.00804
0,0,4,-8,3,0,0,0,2,-1,-1,287.11109,0.00503
0,0,4,-8,3,0,0,0,2,-1,1,287.11427,0.00619
0,0,4,-8,3,0,0,0,2,0,-1,286.68658,0.02348
0,0,4,-8,3,0,0,0,2,0,1,286.69867,0.00453
0,0,4,-8,3,0,0,0,2,1,-1,286.40242,0.00151
0,0,4,-6,0,0,0,0,1,0,0,24.01488,0.00171
0,0,4,-4,0,0,0,0,2,0,-1,0.57928,0.00105
0,0,5,-8,3,0,0,0,-2,0,1,184.82589,0.00157
0,0,5,-6,0,0,0,0,2,-1,-1,151.74303,0.00195
0,0,5,-6,0,0,0,0,2,-1,1,151.7401,0.0019
0,0,6,-8,0,0,0,0,2,-1,-1,302.33599,0.00142
0,0,6,-8,0,0,0,0,2,-1,1,302.33692,0.0015
0,0,6,-7,0,0,0,0,2,0,-1,151.69199,0.00117
0,0,7,-9,0,0,0,0,2,0,-1,122.63781,0.00116
0,0,8,-16,4,5,0,0,-2,0,1,252.68044,0.00228
0,0,8,-16,4,5,0,0,2,0,-1,252.68044,0.00228
0,0,8,-11,0,0,0,0,2,0,-1,93.68983,0.00152
0,0,9,-13,0,0,0,0,2,0,-1,244.5874,0.00163
0,1,-3,0,0,0,0,0,-1,0,0,165.49094,0.00308
0,1,-2,0,0,0,0,0,-1,0,0,256.60919,0.00649
0,1,-2,0,0,0,0,0,1,0,0,256.662,0.00753
0,1,-1,0,0,0,0,0,-2,-1,1,179.98995,0.0013
0,1,-1,0,0,0,0,0,-2,0,-1,179.98623,0.00489
0,1,-1,0,0,0,0,0,-2,0,1,179.98525,0.02008
0,1,-1,0,0,0,0,0,-2,1,-1,179.98223,0.00575
0,1,-1,0,0,0,0,0,-2,1,1,179.98246,0.00475
0,1,-1,0,0,0,0,0,0,-1,-1,180.00957,0.00724
0,1,-1,0,0,0,0,0,0,-1,1,180.01218,0.00594
0,1,-1,0,0,0,0,0,0,0,-1,179.98778,0.00708
0,1,-1,0,0,0,0,0,0,0,1,179.99325,0.0083
0,1,-1,0,0,0,0,0,0,1,-1,180.01282,0.0056
0,1,-1,0,0,0,0,0,0,1,1,180.01228,0.00616
0,1,-1,0,0,0,0,0,2,0,-1,180.01893,0.00812
0,1,-1,0,0,0,0,0,2,0,1,179.98207,0.00114
0,1,0,0,0,0,0,0,-2,0,1,77.04679,0.00135
0,1,0,0,0,0,0,0,-1,0,0,283.33656,0.00744
0,1,0,0,0,0,0,0,1,-1,0,283.34042,0.00117
0,1,0,0,0,0,0,0,1,0,0,103.33779,0.02736
0,1,0,0,0,0,0,0,1,1,0,103.3385,0.00153
0,2,-3,0,0,0,0,0,-2,0,-1,271.36467,0.0021
0,2,-3,0,0,0,0,0,-2,0,1,271.40179,0.00986
0,2,-3,0,0,0,0,0,-2,1,-1,271.50762,0.00272
0,2,-3,0,0,0,0,0,-2,1,1,271.44549,0.00222
0,2,-3,0,0,0,0,0,-1,0,0,256.72565,0.00249
0,2,-3,0,0,0,0,0,0,-1,-1,268.89056,0.00288
0,2,-3,0,0,0,0,0,0,-1,1,268.33011,0.00237
0,2,-3,0,0,0,0,0,0,0,-1,271.41979,0.0033
0,2,-3,0,0,0,0,0,0,0,1,271.29933,0.0035
0,2,-3,0,0,0,0,0,0,1,-1,268.43061,0.00234
0,2,-3,0,0,0,0,0,0,1,1,268.79256,0.0027
0,2,-3,0,0,0,0,0,1,0,0,256.57252,0.01388
0,2,-3,0,0,0,0,0,2,-1,-1,271.24191,0.00122
0,2,-3,0,0,0,0,0,2,-1,1,270.9694,0.00152
0,2,-3,0,0,0,0,0,2,0,-1,270.03887,0.00635
0,2,-3,0,0,0,0,0,2,0,1,270.08604,0.00112
0,2,-2,0,0,0,0,0,-2,-1,1,0.3084,0.00126
0,2,-2,0,0,0,0,0,-2,0,-1,0.38835,0.00643
0,2,-2,0,0,0,0,0,-2,0,1,0.36009,0.02254
0,2,-2,0,0,0,0,0,-2,1,-1,0.29448,0.00695
0,2,-2,0,0,0,0,0,-2,1,1,0.26051,0.00587
0,2,-2,0,0,0,0,0,0,-1,-1,0.50721,0.00252
0,2,-2,0,0,0,0,0,0,-1,1,0.43726,0.00216
0,2,-2,0,0,0,0,0,0,0,-1,0.28627,0.00141
0,2,-2,0,0,0,0,0,0,0,1,0.28311,0.0025
0,2,-2,0,0,0,0,0,0,1,-1,0.2021,0.00237
0,2,-2,0,0,0,0,0,0,1,1,0.13293,0.00245
0,2,-2,0,0,0,0,0,1,0,0,185.8881,0.009
0,2,-2,0,0,0,0,0,2,-1,-1,0.02586,0.00504
0,2,-2,0,0,0,0,0,2,-1,1,0.01635,0.00603
0,2,-2,0,0,0,0,0,2,0,-1,0.00073,0.01993
0,2,-2,0,0,0,0,0,2,0,1,0.1053,0.00198
0,2,-2,0,0,0,0,0,2,1,-1,0.02484,0.00114
0,2,-1,0,0,0,0,0,-2,0,1,257.08245,0.00168
0,2,-1,0,0,0,0,0,-1,0,0,283.22744,0.00497
0,2,-1,0,0,0,0,0,1,0,0,103.29809,0.0135
0,3,-6,0,0,0,0,0,-1,0,0,239.00808,0.00416
0,3,-5,0,0,0,0,0,-2,0,1,344.17213,0.00295
0,3,-5,0,0,0,0,0,1,0,0,347.07335,0.00116
0,3,-5,0,0,0,0,0,2,0,-1,346.40963,0.00354
0,3,-4,0,0,0,0,0,-2,0,-1,270.63653,0.00176
0,3,-4,0,0,0,0,0,-2,0,1,270.62094,0.00683
0,3,-4,0,0,0,0,0,-2,1,-1,270.60305,0.00199
0,3,-4,0,0,0,0,0,-2,1,1,270.60551,0.00168
0,3,-4,0,0,0,0,0,-1,0,0,76.5933,0.00357
0,3,-4,0,0,0,0,0,0,-1,-1,271.12289,0.00184
0,3,-4,0,0,0,0,0,0,-1,1,271.05524,0.00154
0,3,-4,0,0,0,0,0,0,0,-1,270.35729,0.00138
0,3,-4,0,0,0,0,0,0,0,1,270.74234,0.00174
0,3,-4,0,0,0,0,0,0,1,-1,270.89913,0.00135
0,3,-4,0,0,0,0,0,0,1,1,270.91059,0.00143
0,3,-4,0,0,0,0,0,1,-1,-1,270.42508,0.00203
0,3,-4,0,0,0,0,0,1,-1,1,270.2751,0.00178
0,3,-4,0,0,0,0,0,1,0,-1,270.28513,0.00277
0,3,-4,0,0,0,0,0,1,0,0,256.31567,0.01018
0,3,-4,0,0,0,0,0,1,0,1,270.28991,0.003
0,3,-4,0,0,0,0,0,2,0,-1,271.22756,0.0019
0,3,-3,0,0,0,0,0,-2,0,1,3.12384,0.00195
0,3,-3,0,0,0,0,0,0,-1,-1,0.10566,0.00533
0,3,-3,0,0,0,0,0,0,-1,1,0.13793,0.00455
0,3,-3,0,0,0,0,0,0,0,-1,179.92927,0.00207
0,3,-3,0,0,0,0,0,1,0,0,184.37576,0.00216
0,3,-3,0,0,0,0,0,2,-2,1,0.02854,0.00227
0,3,-3,0,0,0,0,0,2,-1,-1,179.98734,0.03094
0,3,-3,0,0,0,0,0,2,-1,1,179.98167,0.02862
0,3,-3,0,0,0,0,0,2,0,-1,0.0568,0.04216
0,3,-3,0,0,0,0,0,2,0,1,179.9487,0.00289
0,3,-3,0,0,0,0,0,2,1,-1,0.05578,0.00225
0,3,-2,0,0,0,0,0,-1,0,0,283.17493,0.00326
0,3,-2,0,0,0,0,0,1,0,0,103.29245,0.00833
0,4,-6,0,0,0,0,0,1,0,0,349.35807,0.00283
0,4,-5,0,0,0,0,0,-1,0,0,256.53671,0.00346
0,4,-5,0,0,0,0,0,1,-1,0,256.51252,0.00135
0,4,-5,0,0,0,0,0,1,0,0,76.5144,0.02884
0,4,-5,0,0,0,0,0,1,1,0,76.5132,0.00164
0,4,-5,0,0,0,0,0,2,-1,-1,91.33236,0.00117
0,4,-5,0,0,0,0,0,2,-1,1,91.37688,0.00133
0,4,-5,0,0,0,0,0,2,0,-1,92.10566,0.0024
0,4,-4,0,0,0,0,0,1,0,0,190.35913,0.00115
0,4,-4,0,0,0,0,0,2,-1,-1,180.02346,0.00244
0,4,-4,0,0,0,0,0,2,-1,1,180.02913,0.00371
0,4,-4,0,0,0,0,0,2,0,-1,180.0386,0.02359
0,4,-4,0,0,0,0,0,2,1,-1,180.03811,0.00127
0,4,-3,0,0,0,0,0,-1,0,0,283.31593,0.0022
0,4,-3,0,0,0,0,0,1,0,0,103.32908,0.00566
0,5,-7,0,0,0,0,0,-1,0,0,349.19435,0.00191
0,5,-7,0,0,0,0,0,1,-1,0,349.27805,0.00188
0,5,-7,0,0,0,0,0,1,0,0,169.28198,0.03712
0,5,-7,0,0,0,0,0,1,1,0,169.28699,0.00216
0,5,-6,0,0,0,0,0,-1,0,0,255.93432,0.00168
0,5,-6,0,0,0,0,0,0,0,-1,92.35437,0.00207
0,5,-6,0,0,0,0,0,1,0,0,76.38459,0.00928
0,5,-6,0,0,0,0,0,2,-1,-1,92.53466,0.00228
0,5,-6,0,0,0,0,0,2,0,-3,272.5314,0.00164
0,5,-6,0,0,0,0,0,2,0,-1,272.30597,0.06663
0,5,-6,0,0,0,0,0,2,1,-1,272.30644,0.00398
0,5,-5,0,0,0,0,0,2,-1,-1,180.20192,0.00128
0,5,-5,0,0,0,0,0,2,-1,1,180.0388,0.00171
0,5,-5,0,0,0,0,0,2,0,-1,180.06538,0.00796
0,5,-4,0,0,0,0,0,-1,0,0,283.29672,0.00151
0,5,-4,0,0,0,0,0,1,0,0,103.32621,0.00398
0,6,-8,0,0,0,0,0,1,0,0,169.1214,0.00246
0,6,-8,0,0,0,0,0,2,-2,-1,167.25813,0.00138
0,6,-8,0,0,0,0,0,2,-2,1,166.94278,0.00107
0,6,-8,0,0,0,0,0,2,-1,-1,167.22739,0.00329
0,6,-8,0,0,0,0,0,2,-1,1,167.24129,0.00349
0,6,-7,0,0,0,0,0,1,0,0,76.28667,0.00471
0,6,-7,0,0,0,0,0,2,0,-1,272.16015,0.00191
0,6,-6,0,0,0,0,0,2,0,-1,180.02696,0.00416
0,6,-5,0,0,0,0,0,-1,0,0,283.28087,0.00106
0,6,-5,0,0,0,0,0,1,0,0,103.32226,0.00282
0,7,-10,0,0,0,0,0,1,0,0,248.38034,0.00102
0,7,-9,0,0,0,0,0,1,0,0,168.97991,0.00111
0,7,-8,0,0,0,0,0,1,0,0,76.14582,0.00274
0,7,-7,0,0,0,0,0,2,0,-1,180.03045,0.00246
0,7,-6,0,0,0,0,0,1,0,0,103.31672,0.00201
0,8,-13,0,0,0,0,0,-2,0,-1,237.40216,0.00122
0,8,-13,0,0,0,0,0,-2,0,1,237.28901,0.00626
0,8,-13,0,0,0,0,0,-2,1,-1,237.97758,0.00171
0,8,-13,0,0,0,0,0,-2,1,1,238.02034,0.0014
0,8,-13,0,0,0,0,0,0,-1,-1,233.77003,0.00187
0,8,-13,0,0,0,0,0,0,-1,1,233.09698,0.00159
0,8,-13,0,0,0,0,0,0,0,-1,237.86841,0.00218
0,8,-13,0,0,0,0,0,0,0,1,237.86437,0.00218
0,8,-13,0,0,0,0,0,0,1,-1,233.09372,0.00159
0,8,-13,0,0,0,0,0,0,1,1,233.7693,0.00187
0,8,-13,0,0,0,0,0,2,-1,-1,237.96024,0.00139
0,8,-13,0,0,0,0,0,2,-1,1,237.92651,0.0017
0,8,-13,0,0,0,0,0,2,0,-1,237.23099,0.00623
0,8,-13,0,0,0,0,0,2,0,1,237.22771,0.00121
0,8,-12,0,0,0,0,0,1,0,0,153.4765,0.01107
0,8,-9,0,0,0,0,0,1,0,0,75.97687,0.00171
0,8,-8,0,0,0,0,0,2,0,-1,179.93498,0.00158
0,8,-7,0,0,0,0,0,1,0,0,103.30819,0.00145
0,9,-10,0,0,0,0,0,1,0,0,75.77742,0.00111
0,9,-9,0,0,0,0,0,2,0,-1,179.99711,0.00102
0,9,-8,0,0,0,0,0,1,0,0,103.29685,0.00105
0,10,-3,0,0,0,0,0,0,-2,-1,333.25817,0.00274
0,10,-3,0,0,0,0,0,0,-1,-1,333.18883,0.02492
0,10,-3,0,0,0,0,0,0,-1,1,333.23168,0.02491
0,10,-3,0,0,0,0,0,0,0,1,333.25817,0.00274
0,12,-8,0,0,0,0,0,-2,1,-1,228.50839,0.00156
0,12,-8,0,0,0,0,0,-2,1,1,228.50839,0.00156
0,15,-13,0,0,0,0,0,-2,1,-1,26.32315,0.00112
0,15,-13,0,0,0,0,0,-2,1,1,26.32315,0.00112
0,18,-17,0,0,0,0,0,2,-1,-1,129.47935,0.00103
0,18,-16,0,0,0,0,0,-2,-2,-1,26.54268,0.0021
0,18,-16,0,0,0,0,0,-2,-2,1,26.54281,0.00233
0,18,-16,0,0,0,0,0,-2,-1,-1,26.54252,0.01216
0,18,-16,0,0,0,0,0,-2,-1,1,26.5424,0.02181
0,18,-16,0,0,0,0,0,-2,0,-1,26.54132,0.01408
0,18,-16,0,0,0,0,0,0,-3,-1,26.5431,0.00642
0,18,-16,0,0,0,0,0,0,-3,1,26.54367,0.00113
0,18,-16,0,0,0,0,0,0,-2,-1,26.54302,0.06965
0,18,-16,0,0,0,0,0,0,-1,-1,26.54272,0.63014
0,18,-16,0,0,0,0,0,0,-1,1,26.54287,0.63037
0,18,-16,0,0,0,0,0,0,0,-1,206.48133,0.00149
0,18,-16,0,0,0,0,0,0,0,1,26.54416,0.06747
0,18,-16,0,0,0,0,0,0,1,1,26.54463,0.00616
0,18,-16,0,0,0,0,0,2,-2,1,26.54238,0.01365
0,18,-16,0,0,0,0,0,2,-1,-1,26.54244,0.02178
0,18,-16,0,0,0,0,0,2,-1,1,26.54282,0.01205
0,18,-16,0,0,0,0,0,2,0,-1,26.54398,0.00225
0,18,-16,0,0,0,0,0,2,0,1,26.54341,0.00206
0,18,-15,0,0,0,0,0,-2,-1,1,283.60549,0.00103
0,20,-21,0,0,0,0,0,-2,1,-1,271.81875,0.00479
0,20,-21,0,0,0,0,0,-2,1,1,271.81875,0.00479
0,20,-20,0,0,0,0,0,-1,1,-2,194.02937,0.00192
0,20,-20,0,0,0,0,0,-1,1,0,193.93985,0.00222
0,21,-21,0,0,0,0,0,0,-1,-1,179.94423,0.00143
0,21,-21,0,0,0,0,0,0,-1,1,179.94758,0.00141
0,26,-29,0,0,0,0,0,0,-1,-1,74.99747,0.00464
0,26,-29,0,0,0,0,0,0,-1,1,74.99747,0.00464
1,0,-2,0,0,0,0,0,2,0,-1,76.19897,0.00161
3,0,-1,0,0,0,0,0,-2,1,-1,96.56536,0.00131
3,0,-1,0,0,0,0,0,-2,1,1,96.56536,0.00131
